Refrence 
"Ivanova, G., Rákhely, G., & Kovács, K. L. (2009). Thermophilic biohydrogen production from energy plants by Caldicellulosiruptor saccharolyticus and comparison with related studies. International Journal of Hydrogen Energy, 34(9), 3659–3670. https://doi.org/10.1016/j.ijhydene.2009.02.082"
"Levin, D., Islam, R., Cicek, N., & Sparling, R. (2006). Hydrogen production by Clostridium thermocellum 27405 from cellulosic biomass substrates. International Journal of Hydrogen Energy, 31(11), 1496–1503. https://doi.org/10.1016/j.ijhydene.2006.06.015"
"Zhi, Z., & Wang, H. (2014). White-rot fungal pretreatment of wheat straw with Phanerochaete chrysosporium for biohydrogen production: simultaneous saccharification and fermentation. Bioprocess and Biosystems Engineering, 37(7), 1447–1458. https://doi.org/10.1007/s00449-013-1117-x"
"Xu, J., & Deshusses, M. A. (2015). Fermentation of swine wastewater-derived duckweed for biohydrogen production. International Journal of Hydrogen Energy, 40(22), 7028–7036. https://doi.org/10.1016/j.ijhydene.2015.03.166"
"Zhao, L., Cao, G., Wang, A., Ren, H., Dong, D., Liu, Z., Guan, X., Xu, C., & Ren, N. (2012). Fungal pretreatment of cornstalk with Phanerochaete chrysosporium for enhancing enzymatic saccharification and hydrogen production. Bioresource Technology, 114, 365–369. https://doi.org/10.1016/j.biortech.2012.03.076"
"Show, K., Lee, D., Tay, J., Lin, C., & Chang, J. (2012). Biohydrogen production: Current perspectives and the way forward. International Journal of Hydrogen Energy, 37(20), 15616–15631. https://doi.org/10.1016/j.ijhydene.2012.04.109"
"Pattra, S., Sangyoka, S., Boonmee, M., & Reungsang, A. (2008). Bio-hydrogen production from the fermentation of sugarcane bagasse hydrolysate by Clostridium butyricum. International Journal of Hydrogen Energy, 33(19), 5256–5265. https://doi.org/10.1016/j.ijhydene.2008.05.008"
"De Vrije, T., De Haas, G., Tan, G., Keijsers, E., & Claassen, P. (2002). Pretreatment of Miscanthus for hydrogen production by Thermotoga elfii. International Journal of Hydrogen Energy, 27(11–12), 1381–1390. https://doi.org/10.1016/s0360-3199(02)00124-6"
"Gonzales, R. R., Sivagurunathan, P., Parthiban, A., & Kim, S. (2016). Optimization of substrate concentration of dilute acid hydrolyzate of lignocellulosic biomass in batch hydrogen production. International Biodeterioration & Biodegradation, 113, 22–27. https://doi.org/10.1016/j.ibiod.2016.04.016"
"Nguyen, T. D., Han, S. J., Kim, J. P., Kim, M. S., Oh, Y. K., & Sim, S. J. (2008). Hydrogen production by the hyperthermophilic eubacterium, Thermotoga neapolitana, using cellulose pretreated by ionic liquid. International Journal of Hydrogen Energy, 33(19), 5161–5168. https://doi.org/10.1016/j.ijhydene.2008.05.019"
"Panagiotopoulos, I., Bakker, R., De Vrije, T., Koukios, E., & Claassen, P. (2010). Pretreatment of sweet sorghum bagasse for hydrogen production by Caldicellulosiruptor saccharolyticus. International Journal of Hydrogen Energy, 35(15), 7738–7747. https://doi.org/10.1016/j.ijhydene.2010.05.075"
"Liu, H., Wang, G., Zhu, D., & Pan, G. (2009). Enrichment of the hydrogen-producing microbial community from marine intertidal sludge by different pretreatment methods. International Journal of Hydrogen Energy, 34(24), 9696–9701. https://doi.org/10.1016/j.ijhydene.2009.10.025"
"O-Thong, S., Prasertsan, P., & Birkeland, N. (2008). Evaluation of methods for preparing hydrogen-producing seed inocula under thermophilic condition by process performance and microbial community analysis. Bioresource Technology, 100(2), 909–918. https://doi.org/10.1016/j.biortech.2008.07.036"
"Cai, J., Wang, G., Li, Y., Zhu, D., & Pan, G. (2009). Enrichment and hydrogen production by marine anaerobic hydrogen-producing microflora. Science Bulletin, 54(15), 2656–2661. https://doi.org/10.1007/s11434-009-0399-5"
"Chaganti, S. R., Kim, D., & Lalman, J. A. (2012). Dark fermentative hydrogen production by mixed anaerobic cultures: Effect of inoculum treatment methods on hydrogen yield. Renewable Energy, 48, 117–121. https://doi.org/10.1016/j.renene.2012.04.015"
"Wang, J., & Wan, W. (2008). Comparison of different pretreatment methods for enriching hydrogen-producing bacteria from digested sludge. International Journal of Hydrogen Energy, 33(12), 2934–2941. https://doi.org/10.1016/j.ijhydene.2008.03.048"
"Zhu, H., & Beland, M. (2006). Evaluation of alternative methods of preparing hydrogen producing seeds from digested wastewater sludge. International Journal of Hydrogen Energy, 31(14), 1980–1988. https://doi.org/10.1016/j.ijhydene.2006.01.019"
"Pendyala, B., Chaganti, S. R., Lalman, J. A., Shanmugam, S. R., Heath, D. D., & Lau, P. C. (2012). Pretreating mixed anaerobic communities from different sources: Correlating the hydrogen yield with hydrogenase activity and microbial diversity. International Journal of Hydrogen Energy, 37(17), 12175–12186. https://doi.org/10.1016/j.ijhydene.2012.05.105"
"Chang, S., Li, J., & Liu, F. (2010). Evaluation of different pretreatment methods for preparing hydrogen-producing seed inocula from waste activated sludge. Renewable Energy, 36(5), 1517–1522. https://doi.org/10.1016/j.renene.2010.11.023"
"Yu, H., Zhu, Z., Hu, W., & Zhang, H. (2002). Hydrogen production from rice winery wastewater in an upflow anaerobic reactor by using mixed anaerobic cultures. International Journal of Hydrogen Energy, 27(11–12), 1359–1365. https://doi.org/10.1016/s0360-3199(02)00073-3"
"Wang, J., & Wan, W. (2008). Effect of temperature on fermentative hydrogen production by mixed cultures. International Journal of Hydrogen Energy, 33(20), 5392–5397. https://doi.org/10.1016/j.ijhydene.2008.07.010"
"Zheng, H. S., Guo, W. Q., Yang, S. S., Feng, X. C., Zhou, X. J., Liu, B., & Ren, N. Q. (2013). Biohydrogen Production by Co-Fermentation of Starch Wastewater and Sludge under Thermophilic Condition. Advanced Materials Research, 724–725, 360–364. https://doi.org/10.4028/www.scientific.net/amr.724-725.360"
"Muri, P., Osojnik-Crnivec, I. G., Djinovic, P., & Pintar, A. (2016). Biohydrogen Production from Simple Carbohydrates with Optimization of Operating Parameters. Acta Chimica Slovenica, 63(1), 164–154. https://doi.org/10.17344/acsi.2015.2085"
"Wang, J., & Yin, Y. (2018b). Fermentative hydrogen production using various biomass-based materials as feedstock. Renewable and Sustainable Energy Reviews, 92, 284–306. https://doi.org/10.1016/j.rser.2018.04.033"
"Chen, C., Chen, H., Wu, J., & Lin, C. (2007). Fermentative hydrogen production at high sulfate concentration. International Journal of Hydrogen Energy, 33(5), 1573–1578. https://doi.org/10.1016/j.ijhydene.2007.09.042"
"Lee, K., Lo, Y., Lin, P., & Chang, J. (2006). Improving biohydrogen production in a carrier-induced granular sludge bed by altering physical configuration and agitation pattern of the bioreactor. International Journal of Hydrogen Energy, 31(12), 1648–1657. https://doi.org/10.1016/j.ijhydene.2005.12.020"
"Tapia-Venegas, E., Ramirez, J. E., Donoso-Bravo, A., Jorquera, L., Steyer, J., & Ruiz-Filippi, G. (2012). Bio-hydrogen production during acidogenic fermentation in a multistage stirred tank reactor. International Journal of Hydrogen Energy, 38(5), 2185–2190. https://doi.org/10.1016/j.ijhydene.2012.11.077"
"Antonopoulou, G., Gavala, H. N., Skiadas, I. V., Angelopoulos, K., & Lyberatos, G. (2007). Biofuels generation from sweet sorghum: Fermentative hydrogen production and anaerobic digestion of the remaining biomass. Bioresource Technology, 99(1), 110–119. https://doi.org/10.1016/j.biortech.2006.11.048"
"Rosa, P. R. F., Santos, S. C., Sakamoto, I. K., Varesche, M. B. A., & Silva, E. L. (2014). Hydrogen production from cheese whey with ethanol-type fermentation: Effect of hydraulic retention time on the microbial community composition. Bioresource Technology, 161, 10–19. https://doi.org/10.1016/j.biortech.2014.03.020"
"Veeravalli, S. S., Chaganti, S. R., Lalman, J. A., & Heath, D. D. (2014b). Fermentative H2 production using a switchgrass steam exploded liquor fed to mixed anaerobic cultures: Effect of hydraulic retention time, linoleic acid and nitrogen sparging. International Journal of Hydrogen Energy, 39(19), 9994–10002. https://doi.org/10.1016/j.ijhydene.2014.04.114"
"Liu, C., Zheng, J., Wu, S., & Chu, C. (2015). Fermentative hydrogen production potential from washing wastewater of beverage production process. International Journal of Hydrogen Energy, 41(7), 4466–4473. https://doi.org/10.1016/j.ijhydene.2015.08.079"
"Ottaviano, L. M., Ramos, L. R., Botta, L. S., Varesche, M. B. A., & Silva, E. L. (2016). Continuous thermophilic hydrogen production from cheese whey powder solution in an anaerobic fluidized bed reactor: Effect of hydraulic retention time and initial substrate concentration. International Journal of Hydrogen Energy, 42(8), 4848–4860. https://doi.org/10.1016/j.ijhydene.2016.11.168"
"Massanet-Nicolau, J., Guwy, A., Dinsdale, R., Premier, G., & Esteves, S. (2009). Production of hydrogen from sewage biosolids in a continuously fed bioreactor: Effect of hydraulic retention time and sparging. International Journal of Hydrogen Energy, 35(2), 469–478. https://doi.org/10.1016/j.ijhydene.2009.10.076"
"Cárdenas, E. L. M., Zapata-Zapata, A. D., & Kim, D. (2018). Hydrogen Production from Coffee Mucilage in Dark Fermentation with Organic Wastes. Energies, 12(1), 71. https://doi.org/10.3390/en12010071"
"Akhbari, A., & Ibrahim, S. (2022). Bioenergy recovery from food waste through dark fermentation direction. Research Square (Research Square). https://doi.org/10.21203/rs.3.rs-1965745/v1"
"Okonkwo, O. (2019, December). Enhancement of thermophilic dark fermentative hydrogen production and the use of molecular biology methods for bioprocess monitoring (Doctoral thesis, Tampere University). HAL French Open Archive. https://theses.hal.science/tel-03066328"
"Martins, I., Surra, E., Ventura, M., & Lapa, N. (2022). BioH2 from Dark Fermentation of OFMSW: Effect of the Hydraulic Retention Time and Organic Loading Rate. Applied Sciences, 12(9), 4240. https://doi.org/10.3390/app12094240"
"Ergal, I., Zech, E., Hanišáková, N., Kushkevych, I., Fuchs, W., Vítez, T., Vítezová, M., Bochmann, G., & Rittmann, S. K. R. (2022). Scale-Up of dark fermentative biohydrogen production by artificial microbial Co-Cultures. Applied Microbiology, 2(1), 215–226. https://doi.org/10.3390/applmicrobiol2010015"
"Baeyens, J., Zhang, H., Nie, J., Appels, L., Dewil, R., Ansart, R., & Deng, Y. (2020b). Reviewing the potential of bio-hydrogen production by fermentation. Renewable and Sustainable Energy Reviews, 131, 110023. https://doi.org/10.1016/j.rser.2020.110023"
"Asunis, F., De Gioannis, G., Isipato, M., Muntoni, A., Polettini, A., Pomi, R., Rossi, A., & Spiga, D. (2019). Control of fermentation duration and pH to orient biochemicals and biofuels production from cheese whey. Bioresource Technology, 289, 121722. https://doi.org/10.1016/j.biortech.2019.121722"
"Tsigkou, K., Sivolapenko, N., & Kornaros, M. (2022). Thermophilic dark fermentation of olive mill wastewater in batch reactors: effect of pH and organic loading. Applied Sciences, 12(6), 2881. https://doi.org/10.3390/app12062882"
"Li, X., Guo, L., Liu, Y., Wang, Y., She, Z., Gao, M., & Zhao, Y. (2020). Effect of salinity and pH on dark fermentation with thermophilic bacteria pretreated swine wastewater. Journal of Environmental Management, 271, 111023. https://doi.org/10.1016/j.jenvman.2020.111023"
"Magrini, F. E., De Almeida, G. M., Da Maia Soares, D., Fuentes, L., Ecthebehere, C., Beal, L. L., Da Silveira, M. M., & Paesi, S. (2020). Effect of different heat treatments of inoculum on the production of hydrogen and volatile fatty acids by dark fermentation of sugarcane vinasse. Biomass Conversion and Biorefinery, 11(6), 2443–2456. https://doi.org/10.1007/s13399-020-00687-0"
"Zagklis, D., Papadionysiou, M., Tsigkou, K., Tsafrakidou, P., Zafiri, C., & Kornaros, M. (2021). Effect of pH on the Economic Potential of Dark Fermentation Products from Used Disposable Nappies and Expired Food Products. Applied Sciences, 11(9), 4099. https://doi.org/10.3390/app11094099"
"Mechery, J., Thomas, D. M., Kumar, C. S. P., Joseph, L., & Sylas, V. P. (2019). Biohydrogen production from acidic and alkaline hydrolysates of paddy straw using locally isolated facultative bacteria through dark fermentation. Biomass Conversion and Biorefinery, 11(4), 1263–1272. https://doi.org/10.1007/s13399-019-00515-0"
"Dareioti, M. A., Vavouraki, A. I., & Kornaros, M. (2014). Effect of pH on the anaerobic acidogenesis of agroindustrial wastewaters for maximization of bio-hydrogen production: A lab-scale evaluation using batch tests. Bioresource Technology, 162, 218–227. https://doi.org/10.1016/j.biortech.2014.03.149"
"Tsigkou, K., Tsafrakidou, P., Athanasopoulou, S., Zafiri, C., & Kornaros, M. (2019b). Effect of pH on the anaerobic fermentation of Fruit/Vegetables and disposable nappies hydrolysate for bio-hydrogen production. Waste and Biomass Valorization, 11(2), 539–551. https://doi.org/10.1007/s12649-019-00854-z"
"Ghimire, A., Frunzo, L., Pirozzi, F., Trably, E., Escudie, R., Lens, P. N., & Esposito, G. (2015). A review on dark fermentative biohydrogen production from organic biomass: Process parameters and use of by-products. Applied Energy, 144, 73–95. https://doi.org/10.1016/j.apenergy.2015.01.045"
"Lee, Z., Li, S., Kuo, P., Chen, I., Tien, Y., Huang, Y., Chuang, C., Wong, S., & Cheng, S. (2010). Thermophilic bio-energy process study on hydrogen fermentation with vegetable kitchen waste. International Journal of Hydrogen Energy, 35(24), 13458–13466. https://doi.org/10.1016/j.ijhydene.2009.11.126"
"Kim, S. (2004). Feasibility of biohydrogen production by anaerobic co-digestion of food waste and sewage sludge. International Journal of Hydrogen Energy. https://doi.org/10.1016/s0360-3199(04)00098-9"
"Valdezvazquez, I., Riosleal, E., Esparzagarcia, F., Cecchi, F., & Poggivaraldo, H. (2004). Semi-continuous solid substrate anaerobic reactors for H production from organic waste: Mesophilic versus thermophilic regime. International Journal of Hydrogen Energy, 30(13–14), 1383–1391. https://doi.org/10.1016/j.ijhydene.2004.09.016"
"Alzate-Gaviria, L. M., Sebastian, P., Pérez-Hernández, A., & Eapen, D. (2007). Comparison of two anaerobic systems for hydrogen production from the organic fraction of municipal solid waste and synthetic wastewater. International Journal of Hydrogen Energy, 32(15), 3141–3146. https://doi.org/10.1016/j.ijhydene.2006.02.034"
"Fan, Y., Zhang, Y., Zhang, S., Hou, H., & Ren, B. (2005). Efficient conversion of wheat straw wastes into biohydrogen gas by cow dung compost. Bioresource Technology, 97(3), 500–505. https://doi.org/10.1016/j.biortech.2005.02.049"
"Zhang, M., Fan, Y., Xing, Y., Pan, C., Zhang, G., & Lay, J. (2006). Enhanced biohydrogen production from cornstalk wastes with acidification pretreatment by mixed anaerobic cultures. Biomass and Bioenergy, 31(4), 250–254. https://doi.org/10.1016/j.biombioe.2006.08.004"
"Fang, H., Li, C., & Zhang, T. (2005). Acidophilic biohydrogen production from rice slurry. International Journal of Hydrogen Energy, 31(6), 683–692. https://doi.org/10.1016/j.ijhydene.2005.07.005"
"Kargi, F., Eren, N. S., & Ozmihci, S. (2012). Bio-hydrogen production from cheese whey powder (CWP) solution: Comparison of thermophilic and mesophilic dark fermentations. International Journal of Hydrogen Energy, 37(10), 8338–8342. https://doi.org/10.1016/j.ijhydene.2012.02.162"
"Kumar, N., & Das, D. (2000). Enhancement of hydrogen production by Enterobacter cloacae IIT-BT 08. Process Biochemistry, 35(6), 589–593. https://doi.org/10.1016/s0032-9592(99)00109-0"
"Collet, C. (2004). Hydrogen production by Clostridium thermolacticum during continuous fermentation of lactose. International Journal of Hydrogen Energy, 29(14), 1479–1485. https://doi.org/10.1016/j.ijhydene.2004.02.009"
"Mandal, B., Nath, K., & Das, D. (2006). Improvement of Biohydrogen Production Under Decreased Partial Pressure of H2 by Enterobacter cloacae. Biotechnology Letters, 28(11), 831–835. https://doi.org/10.1007/s10529-006-9008-8"
"Mars, A. E., Veuskens, T., Budde, M. A., Van Doeveren, P. F., Lips, S. J., Bakker, R. R., De Vrije, T., & Claassen, P. A. (2010). Biohydrogen production from untreated and hydrolyzed potato steam peels by the extreme thermophiles Caldicellulosiruptor saccharolyticus and Thermotoga neapolitana. International Journal of Hydrogen Energy, 35(15), 7730–7737. https://doi.org/10.1016/j.ijhydene.2010.05.063"
"Geng, A., He, Y., Qian, C., Yan, X., & Zhou, Z. (2010). Effect of key factors on hydrogen production from cellulose in a co-culture of Clostridium thermocellum and Clostridium thermopalmarium. Bioresource Technology, 101(11), 4029–4033. https://doi.org/10.1016/j.biortech.2010.01.042"
"Cai, M., Liu, J., & Wei, Y. (2004b). Enhanced Biohydrogen Production from Sewage Sludge with Alkaline Pretreatment. Environmental Science & Technology, 38(11), 3195–3202. https://doi.org/10.1021/es0349204"
"Luo, G., Xie, L., Zou, Z., Zhou, Q., & Wang, J. (2010). Fermentative hydrogen production from cassava stillage by mixed anaerobic microflora: Effects of temperature and pH. Applied Energy, 87(12), 3710–3717. https://doi.org/10.1016/j.apenergy.2010.07.004"
"Lee, Z., Li, S., Lin, J., Wang, Y., Kuo, P., & Cheng, S. (2008). Effect of pH in fermentation of vegetable kitchen wastes on hydrogen production under a thermophilic condition. International Journal of Hydrogen Energy, 33(19), 5234–5241. https://doi.org/10.1016/j.ijhydene.2008.05.006"
"Tang, G., Huang, J., Sun, Z., Tang, Q., Yan, C., & Liu, G. (2008). Biohydrogen production from cattle wastewater by enriched anaerobic mixed consortia: Influence of fermentation temperature and pH. Journal of Bioscience and Bioengineering, 106(1), 80–87. https://doi.org/10.1263/jbb.106.80"
"Chen, C., Chuang, Y., Lin, C., Lay, C., & Sen, B. (2012). Thermophilic dark fermentation of untreated rice straw using mixed cultures for hydrogen production. International Journal of Hydrogen Energy, 37(20), 15540–15546. https://doi.org/10.1016/j.ijhydene.2012.01.036"
"Ghimire, A., Frunzo, L., Pirozzi, F., Trably, E., Escudie, R., Lens, P. N., & Esposito, G. (2015). A review on dark fermentative biohydrogen production from organic biomass: Process parameters and use of by-products. Applied Energy, 144, 73–95. https://doi.org/10.1016/j.apenergy.2015.01.046"
"Tapia-Venegas, E., Ramirez-Morales, J. E., Silva-Illanes, F., Toledo-Alarcón, J., Paillet, F., Escudie, R., Lay, C., Chu, C., Leu, H., Marone, A., Lin, C., Kim, D., Trably, E., & Ruiz-Filippi, G. (2015). Biohydrogen production by dark fermentation: scaling-up and technologies integration for a sustainable system. Reviews in Environmental Science and Bio/Technology, 14(4), 761–785. https://doi.org/10.1007/s11157-015-9383-5"
